"Star color = Red";"Star color = Blue White";"Star color = White";"Star color = Yellowish White";"Star color = Blue white";"Star color = Pale yellow orange";"Star color = Blue";"Star color = Blue-white";"Star color = Whitish";"Star color = yellow-white";"Star color = Orange";"Star color = White-Yellow";"Star color = white";"Star color = Blue ";"Star color = yellowish";"Star color = Yellowish";"Star color = Orange-Red";"Star color = Blue white ";"Star color = Blue-White";"Spectral Class = M";"Spectral Class = B";"Spectral Class = A";"Spectral Class = F";"Spectral Class = O";"Spectral Class = K";"Spectral Class = G";"Temperature (K)";"Luminosity(L/Lo)";"Radius(R/Ro)";"Absolute magnitude(Mv)";"Star type"
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.7777566922635281;-0.5973751221265872;-0.458252229107218;1.114416368662506;-1.4607972383012542
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.780478514198675;-0.5973751327155423;-0.4582827808309309;1.1599895409523935;-1.4607972383012542
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.8267494870961732;-0.5973751338301692;-0.4583837175383873;1.3593721697206516;-1.4607972383012542
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.8058123952873505;-0.5973751343874826;-0.4582715656412135;1.1647367463992566;-1.4607972383012542
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.8959465755243323;-0.5973751347330168;-0.45838178388498774;1.488496157875333;-1.4607972383012542
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.801624976925586;-0.5973751318795721;-0.4583682483111909;1.1960683023485545;-1.4607972383012542
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.8228761251115411;-0.5973751314337215;-0.4583353762033986;1.2188548884934982;-1.4607972383012542
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.8267494870961732;-0.5973751332728557;-0.4583953194587846;1.2359448281022059;-1.4607972383012542
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.8215152141439676;-0.5973751316566468;-0.4583682483111909;1.2406920335490692;-1.4607972383012542
1.0668154658117954;-0.20807955557736893;-0.17296745251069653;-0.1122741521102142;-0.1122741521102142;-0.06454972243679029;-0.5441126340736434;-0.3478348696913648;-0.0914786714974347;-0.185308069062764;-0.0914786714974347;-0.06454972243679029;-0.1122741521102142;-0.06454972243679029;-0.0914786714974347;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;-0.06454972243679029;1.0757879994775084;-0.48592739123583534;-0.2925997786526361;-0.27552775829384857;-0.44628092796652946;-0.15979420525847624;-0.06454972243679029;-0.8162809411917619;-0.5973751344989453;-0.45832957524319995;1.1077702810368972;-1.4607972383012542
